# filename:lineno [module]function flags format
drivers/target/target_core_pr.c:238 [target_core_mod]target_scsi2_reservation_release =_ "SCSI-2 Released reservation for %s LUN: %llu -> MAPPED LUN: %llu for %s\012"
drivers/target/target_core_alua.c:2293 [target_core_mod]core_setup_alua =_ "%s: Adding to default ALUA LU Group: core/alua/lu_gps/default_lu_gp\012"
drivers/target/target_core_alua.c:1994 [target_core_mod]core_alua_store_tg_pt_gp_info =_ "Target_Core_ConfigFS: %s %s/tpgt_%hu/%s to ALUA Target Port Group: alua/%s, ID: %hu\012"
drivers/target/target_core_alua.c:1973 [target_core_mod]core_alua_store_tg_pt_gp_info =_ "Target_Core_ConfigFS: Moving %s/tpgt_%hu/%s from ALUA Target Port Group: alua/%s, ID: %hu back to default_tg_pt_gp\012"
drivers/target/target_core_alua.c:1284 [target_core_mod]core_alua_set_tg_pt_secondary_state =_ "Successful %s ALUA transition TG PT Group: %s ID: %hu to secondary access state: %s\012"
drivers/target/target_core_alua.c:1201 [target_core_mod]core_alua_do_port_transition =_ "Successfully processed LU Group: %s all ALUA TG PT Group IDs: %hu %s transition to primary state: %s\012"
drivers/target/target_core_alua.c:1084 [target_core_mod]core_alua_do_transition_tg_pt =_ "Successful %s ALUA transition TG PT Group: %s ID: %hu from primary access state %s to %s\012"
drivers/target/target_core_alua.c:702 [target_core_mod]target_alua_state_check =_ "ALUA: Got secondary offline status for local target port\012"
drivers/target/target_core_alua.c:454 [target_core_mod]set_ascq =_ "[%s]: ALUA TG Port not available, SenseKey: NOT_READY, ASC/ASCQ: 0x04/0x%02x\012"
drivers/target/target_core_alua.c:320 [target_core_mod]target_emulate_set_target_port_groups =_ "Unable to process SET_TARGET_PORT_GROUPS while TPGS_EXPLICIT_ALUA is disabled\012"
drivers/target/target_core_tmr.c:440 [target_core_mod]core_tmr_lun_reset =_ "LUN_RESET: %s for [%s] Complete\012"
drivers/target/target_core_tmr.c:433 [target_core_mod]core_tmr_lun_reset =_ "LUN_RESET: SCSI-2 Released reservation\012"
drivers/target/target_core_tmr.c:417 [target_core_mod]core_tmr_lun_reset =_ "LUN_RESET: %s starting for [%s], tas: %d\012"
drivers/target/target_core_tmr.c:412 [target_core_mod]core_tmr_lun_reset =_ "LUN_RESET: TMR caller fabric: %s initiator port %s\012"
drivers/target/target_core_tmr.c:361 [target_core_mod]core_tmr_drain_state_list =_ "LUN_RESET: ITT[0x%08llx] - %s pr_res_key: 0x%016Lx\012"
drivers/target/target_core_tmr.c:279 [target_core_mod]core_tmr_drain_tmr_list =_ "LUN_RESET: %s releasing TMR %p Function: 0x%02x, Response: 0x%02x, t_state: %d\012"
drivers/target/target_core_tmr.c:138 [target_core_mod]__target_check_io_state =_ "Attempted to abort io tag: %llu already shutdown, skipping\012"
drivers/target/target_core_tmr.c:132 [target_core_mod]__target_check_io_state =_ "Attempted to abort io tag: %llu already complete or fabric stop, skipping\012"
drivers/target/target_core_tpg.c:533 [target_core_mod]core_tpg_deregister =_ "TARGET_CORE[%s]: Deallocating portal_group for endpoint: %s, Proto: %d, Portal Tag: %u\012"
drivers/target/target_core_tpg.c:518 [target_core_mod]core_tpg_register =_ "TARGET_CORE[%s]: Allocated portal_group for endpoint: %s, Proto: %d, Portal Tag: %u\012"
drivers/target/target_core_tpg.c:422 [target_core_mod]core_tpg_set_initiator_node_queue_depth =_ "Successfully changed queue depth to: %d for Initiator Node: %s on %s Target Portal Group: %u\012"
drivers/target/target_core_tpg.c:385 [target_core_mod]core_tpg_del_initiator_node_acl =_ "%s_TPG[%hu] - Deleted ACL with TCQ Depth: %d for %s Initiator Node: %s\012"
drivers/target/target_core_tpg.c:317 [target_core_mod]core_tpg_add_initiator_node_acl =_ "%s_TPG[%u] - Replacing dynamic ACL for %s\012"
drivers/target/target_core_tpg.c:235 [target_core_mod]target_add_node_acl =_ "%s_TPG[%hu] - Added %s ACL with TCQ Depth: %d for %s Initiator Node: %s\012"
drivers/target/target_core_tpg.c:156 [target_core_mod]core_tpg_add_node_to_devs =_ "TARGET_CORE[%s]->TPG[%u]_LUN[%llu] - Adding %s access for LUN in Demo Mode\012"
drivers/target/target_core_transport.c:3300 [target_core_mod]transport_send_task_abort =_ "Setting SAM_STAT_TASK_ABORTED status for CDB: 0x%02x, ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:3237 [target_core_mod]__transport_check_aborted_status =_ "Sending delayed SAM_STAT_TASK_ABORTED status for CDB: 0x%02x ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:2989 [target_core_mod]__transport_wait_for_tasks =_ "wait_for_tasks: Stopped wait_for_completion(&cmd->t_transport_stop_comp) for ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:2895 [target_core_mod]target_wait_for_sess_cmds =_ "After cmd_wait_comp: se_cmd: %p t_state: %d fabric state: %d\012"
drivers/target/target_core_transport.c:2881 [target_core_mod]target_wait_for_sess_cmds =_ "Waiting for se_cmd: %p t_state: %d, fabric state: %d\012"
drivers/target/target_core_transport.c:2827 [target_core_mod]target_show_cmd =_ "%stmf %s with tag %#llx ref_task_tag %#llx i_state %d t_state %s refcnt %d transport_state %s\012"
drivers/target/target_core_transport.c:2821 [target_core_mod]target_show_cmd =_ "%scmd %#02x:%#02x with tag %#llx dir %s i_state %d t_state %s len %d refcnt %d transport_state %s\012"
drivers/target/target_core_transport.c:2631 [target_core_mod]transport_generic_free_cmd =_ "Detected CMD_T_ABORTED for ITT: %llu\012"
drivers/target/target_core_transport.c:2578 [target_core_mod]transport_write_pending_qf =_ "Handling write_pending QUEUE__FULL: se_cmd: %p\012"
drivers/target/target_core_transport.c:2565 [target_core_mod]transport_generic_new_cmd =_ "Handling write_pending QUEUE__FULL: se_cmd: %p\012"
drivers/target/target_core_transport.c:2548 [target_core_mod]transport_generic_new_cmd =_ "%s:%d CMD_T_STOP for ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:2289 [target_core_mod]target_complete_ok_work =_ "Handling complete_ok QUEUE_FULL: se_cmd: %p, data_direction: %d\012"
drivers/target/target_core_transport.c:2046 [target_core_mod]transport_complete_task_attr =_ "Incremented dev_cur_ordered_id: %u for ORDERED\012"
drivers/target/target_core_transport.c:2040 [target_core_mod]transport_complete_task_attr =_ "Incremented dev_cur_ordered_id: %u for HEAD_OF_QUEUE\012"
drivers/target/target_core_transport.c:1968 [target_core_mod]target_execute_cmd =_ "%s:%d CMD_T_STOP for ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:1947 [target_core_mod]target_handle_task_attr =_ "Added CDB: 0x%02x Task Attr: 0x%02x to delayed CMD listn"
drivers/target/target_core_transport.c:1922 [target_core_mod]target_handle_task_attr =_ "Added ORDERED for CDB: 0x%02x to ordered list\012"
drivers/target/target_core_transport.c:1916 [target_core_mod]target_handle_task_attr =_ "Added HEAD_OF_QUEUE for CDB: 0x%02x\012"
drivers/target/target_core_transport.c:1737 [target_core_mod]transport_generic_request_failure =_ "-----[ Storage Engine Exception; sense_reason %d\012"
drivers/target/target_core_transport.c:1299 [target_core_mod]transport_check_alloc_task_attr =_ "SAM Task Attribute ACA emulation is not supported\012"
drivers/target/target_core_transport.c:1096 [target_core_mod]transport_dump_vpd_ident =_ "%s"
drivers/target/target_core_transport.c:1042 [target_core_mod]transport_dump_vpd_ident_type =_ "%s"
drivers/target/target_core_transport.c:982 [target_core_mod]transport_dump_vpd_assoc =_ "%s"
drivers/target/target_core_transport.c:932 [target_core_mod]transport_dump_vpd_proto_id =_ "%s"
drivers/target/target_core_transport.c:836 [target_core_mod]target_qf_do_work =_ "Processing %s cmd: %p QUEUE_FULL in work queue context: %s\012"
drivers/target/target_core_transport.c:703 [target_core_mod]transport_get_sense_buffer =_ "HBA_[%u]_PLUG[%s]: Requesting sense for SAM STATUS: 0x%02x\012"
drivers/target/target_core_transport.c:623 [target_core_mod]transport_cmd_check_stop_to_fabric =_ "%s:%d CMD_T_STOP for ITT: 0x%08llx\012"
drivers/target/target_core_transport.c:575 [target_core_mod]transport_deregister_session =_ "TARGET_CORE[%s]: Deregistered fabric_sess\012"
drivers/target/target_core_transport.c:370 [target_core_mod]__transport_register_session =_ "TARGET_CORE[%s]: Registered fabric_sess_ptr: %p\012"
drivers/target/target_core_sbc.c:1428 [target_core_mod]sbc_dif_verify =_ "DIF READ sector: %llu guard_tag: 0x%04x app_tag: 0x%04x ref_tag: %u\012"
drivers/target/target_core_sbc.c:1292 [target_core_mod]sbc_dif_generate =_ "DIF %s INSERT sector: %llu guard_tag: 0x%04x app_tag: 0x%04x ref_tag: %u\012"
drivers/target/target_core_sbc.c:1207 [target_core_mod]sbc_execute_unmap =_ "UNMAP: Using lba: %llu and range: %u\012"
drivers/target/target_core_sbc.c:1201 [target_core_mod]sbc_execute_unmap =_ "UNMAP: Sub: %s Using dl: %u bd_dl: %u size: %u ptr: %p\012"
drivers/target/target_core_sbc.c:778 [target_core_mod]sbc_check_prot =_ "%s: prot_type=%d, data_length=%d, prot_length=%d prot_op=%d prot_checks=%d\012"
drivers/target/target_core_sbc.c:483 [target_core_mod]compare_and_write_callback =_ "compare_and_write_callback: non zero scsi_status: 0x%02x\012"
drivers/target/target_core_ua.c:334 [target_core_mod]core_scsi3_ua_clear_for_request_sense =_ "[%s]: Released UNIT ATTENTION condition, mapped LUN: %llu, got REQUEST_SENSE reported ASC: 0x%02x, ASCQ: 0x%02x\012"
drivers/target/target_core_ua.c:275 [target_core_mod]core_scsi3_ua_for_check_condition =_ "[%s]: %s UNIT ATTENTION condition with INTLCK_CTRL: %d, mapped LUN: %llu, got CDB: 0x%02x reported ASC: 0x%02x, ASCQ: 0x%02x\012"
drivers/target/target_core_ua.c:165 [target_core_mod]core_scsi3_ua_allocate =_ "Allocated UNIT ATTENTION, mapped LUN: %llu, ASC: 0x%02x, ASCQ: 0x%02x\012"
drivers/target/target_core_rd.c:587 [target_core_mod]rd_set_configfs_dev_params =_ "RAMDISK: Setting NULLIO flag: %d\012"
drivers/target/target_core_rd.c:579 [target_core_mod]rd_set_configfs_dev_params =_ "RAMDISK: Referencing Page Count: %u\012"
drivers/target/target_core_rd.c:492 [target_core_mod]rd_execute_rw =_ "RD[%u]: size underrun page %d offset %d size %d\012"
drivers/target/target_core_rd.c:484 [target_core_mod]rd_execute_rw =_ "RD[%u]: invalid sgl %p len %zu\012"
drivers/target/target_core_rd.c:464 [target_core_mod]rd_execute_rw =_ "RD[%u]: %s LBA: %llu, Size: %u Page: %u, Offset: %u\012"
drivers/target/target_core_rd.c:323 [target_core_mod]rd_configure_device =_ "CORE_RD[%u] - Added TCM MEMCPY Ramdisk Device ID: %u of %u pages in %u tables, %lu total bytes\012"
drivers/target/target_core_rd.c:304 [target_core_mod]rd_configure_device =_ "Missing rd_pages= parameter\012"
drivers/target/target_core_rd.c:278 [target_core_mod]rd_build_prot_space =_ "CORE_RD[%u] - Built Ramdisk Device ID: %u prot space of %u pages in %u tables\012"
drivers/target/target_core_rd.c:240 [target_core_mod]rd_release_prot_space =_ "CORE_RD[%u] - Released protection space for Ramdisk Device ID: %u, pages %u in %u tables total bytes %lu\012"
drivers/target/target_core_rd.c:222 [target_core_mod]rd_build_device_space =_ "CORE_RD[%u] - Built Ramdisk Device ID: %u space of %u pages in %u tables\012"
drivers/target/target_core_rd.c:114 [target_core_mod]rd_release_device_space =_ "CORE_RD[%u] - Released device space for Ramdisk Device ID: %u, pages %u in %u tables total bytes %lu\012"
drivers/target/target_core_rd.c:70 [target_core_mod]rd_detach_hba =_ "CORE_HBA[%d] - Detached Ramdisk HBA: %u from Generic Target Core\012"
drivers/target/target_core_rd.c:60 [target_core_mod]rd_attach_hba =_ "CORE_HBA[%d] - TCM Ramdisk HBA Driver %s on Generic Target Core Stack %s\012"
drivers/target/target_core_xcopy.c:1127 [target_core_mod]target_do_receive_copy_results =_ "Entering target_do_receive_copy_results: SA: 0x%02x, List ID: 0x%02x, AL: %u\012"
drivers/target/target_core_xcopy.c:977 [target_core_mod]target_parse_xcopy_cmd =_ "XCOPY: Processed %d target descriptors, length: %u\012"
drivers/target/target_core_xcopy.c:959 [target_core_mod]target_parse_xcopy_cmd =_ "XCOPY: Processed %d segment descriptors, length: %u\012"
drivers/target/target_core_xcopy.c:945 [target_core_mod]target_parse_xcopy_cmd =_ "Processing XCOPY with list_id: 0x%02x list_id_usage: 0x%02x tdll: %hu sdll: %u inline_dl: %u\012"
drivers/target/target_core_xcopy.c:875 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Setting X-COPY GOOD status -> sending response\012"
drivers/target/target_core_xcopy.c:873 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Blocks copied: %hu, Bytes Copied: %u\012"
drivers/target/target_core_xcopy.c:871 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Final src_lba: %llu, dst_lba: %llu\012"
drivers/target/target_core_xcopy.c:856 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Incremented WRITE dst_lba to %llu\012"
drivers/target/target_core_xcopy.c:845 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Calling write dst_dev: %p dst_lba: %llu, cur_nolb: %hu\012"
drivers/target/target_core_xcopy.c:842 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Incremented READ src_lba to %llu\012"
drivers/target/target_core_xcopy.c:834 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Calling read src_dev: %p src_lba: %llu, cur_nolb: %hu\012"
drivers/target/target_core_xcopy.c:828 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: Starting src_lba: %llu, dst_lba: %llu\012"
drivers/target/target_core_xcopy.c:826 [target_core_mod]target_xcopy_do_work =_ "target_xcopy_do_work: nolb: %hu, max_nolb: %hu end_lba: %llu\012"
drivers/target/target_core_xcopy.c:758 [target_core_mod]target_xcopy_write_destination =_ "XCOPY: Built WRITE_16: LBA: %llu Sectors: %u Length: %u\012"
drivers/target/target_core_xcopy.c:713 [target_core_mod]target_xcopy_read_source =_ "XCOPY-READ: Saved xop->xop_data_sg: %p, num: %u for READ memory\012"
drivers/target/target_core_xcopy.c:696 [target_core_mod]target_xcopy_read_source =_ "XCOPY: Built READ_16: LBA: %llu Sectors: %u Length: %u\012"
drivers/target/target_core_xcopy.c:664 [target_core_mod]target_xcopy_issue_pt_cmd =_ "target_xcopy_issue_pt_cmd(): SCSI status: 0x%02x\012"
drivers/target/target_core_xcopy.c:640 [target_core_mod]target_xcopy_setup_pt_cmd =_ "Setup PASSTHROUGH_NOALLOC t_data_sg: %p t_data_nents: %u\012"
drivers/target/target_core_xcopy.c:578 [target_core_mod]target_xcopy_init_pt_lun =_ "Setup emulated se_dev: %p from se_dev\012"
drivers/target/target_core_xcopy.c:563 [target_core_mod]target_xcopy_setup_pt_port =_ "Honoring local DST port from ec_cmd->se_lun: %p\012"
drivers/target/target_core_xcopy.c:560 [target_core_mod]target_xcopy_setup_pt_port =_ "Honoring local DST port from ec_cmd->se_dev: %p\012"
drivers/target/target_core_xcopy.c:544 [target_core_mod]target_xcopy_setup_pt_port =_ "Honoring local SRC port from ec_cmd->se_lun: %p\012"
drivers/target/target_core_xcopy.c:541 [target_core_mod]target_xcopy_setup_pt_port =_ "Honoring local SRC port from ec_cmd->se_dev: %p\012"
drivers/target/target_core_xcopy.c:424 [target_core_mod]xcopy_pt_undepend_remotedev =_ "Calling configfs_undepend_item for remote_dev: %p remote_dev->dev_group: %p\012"
drivers/target/target_core_xcopy.c:330 [target_core_mod]target_xcopy_parse_segdesc_02 =_ "XCOPY seg desc 0x02: DC=1 w/ dbl: %u\012"
drivers/target/target_core_xcopy.c:325 [target_core_mod]target_xcopy_parse_segdesc_02 =_ "XCOPY seg desc 0x02: nolb: %hu src_lba: %llu dst_lba: %llu\012"
drivers/target/target_core_xcopy.c:318 [target_core_mod]target_xcopy_parse_segdesc_02 =_ "XCOPY seg desc 0x02: desc_len: %hu stdi: %hu dtdi: %hu, DC: %d\012"
drivers/target/target_core_xcopy.c:285 [target_core_mod]target_xcopy_parse_target_descriptors =_ "XCOPY TGT desc: Dest dev: %p NAA IEEE WWN: 0x%16phN\012"
drivers/target/target_core_xcopy.c:283 [target_core_mod]target_xcopy_parse_target_descriptors =_ "XCOPY TGT desc: Source dev: %p NAA IEEE WWN: 0x%16phN\012"
drivers/target/target_core_xcopy.c:193 [target_core_mod]target_xcopy_parse_tiddesc_e4 =_ "XCOPY 0xe4: Set xop->dst_dev: %p from destination received xop\012"
drivers/target/target_core_xcopy.c:176 [target_core_mod]target_xcopy_parse_tiddesc_e4 =_ "XCOPY 0xe4: Set xop->src_dev %p from source received xop\012"
drivers/target/target_core_xcopy.c:162 [target_core_mod]target_xcopy_parse_tiddesc_e4 =_ "XCOPY 0xe4: ignoring CSCD entry %d - neither src nor dest\012"
drivers/target/target_core_xcopy.c:150 [target_core_mod]target_xcopy_parse_tiddesc_e4 =_ "XCOPY 0xe4: desig_len: %d\012"
drivers/target/target_core_xcopy.c:124 [target_core_mod]target_xcopy_parse_tiddesc_e4 =_ "XCOPY 0xe4: RELATIVE INITIATOR PORT IDENTIFIER: %hu\012"
drivers/target/target_core_xcopy.c:109 [target_core_mod]target_xcopy_locate_se_dev_e4 =_ "Unable to locate 0xe4 descriptor for EXTENDED_COPY\012"
drivers/target/target_core_xcopy.c:91 [target_core_mod]target_xcopy_locate_se_dev_e4_iter =_ "Called configfs_depend_item for se_dev: %p se_dev->se_dev_group: %p\012"
drivers/target/target_core_xcopy.c:81 [target_core_mod]target_xcopy_locate_se_dev_e4_iter =_ "XCOPY 0xe4: located se_dev: %p\012"
drivers/net/phy/phy.c:1075 [libphy]phy_state_machine =_ "PHY state change %s -> %s\012"
drivers/net/phy/phy_device.c:1863 [libphy]phy_driver_register =_ "%s: Registered new driver\012"
drivers/net/phy/mdio_device.c:158 [libphy]mdio_driver_register =_ "mdio_driver_register: %s\012"
drivers/net/phy/mdio_device.c:81 [libphy]mdio_device_register =_ "mdio_device_register\012"
drivers/net/virtio_net.c:2656 [virtio_net]virtnet_probe =_ "virtnet: registered device %s with %d RX and TX vq's\012"
drivers/net/virtio_net.c:2635 [virtio_net]virtnet_probe =_ "virtio_net: registering cpu notifier failed\012"
drivers/net/virtio_net.c:2627 [virtio_net]virtnet_probe =_ "virtio_net: registering device failed\012"
drivers/net/virtio_net.c:1221 [virtio_net]xmit_skb =_ "%s: xmit %p %pM\012"
drivers/net/virtio_net.c:1121 [virtio_net]free_old_xmit_skbs =_ "Sent skb %p\012"
drivers/net/virtio_net.c:839 [virtio_net]receive_buf =_ "Receiving skb proto 0x%04x len %i type %i\012"
drivers/net/virtio_net.c:800 [virtio_net]receive_buf =_ "%s: short packet %i\012"
